ReleasableAccidents_Year,Death (1 = Yes),Injury (1 = Yes),NumberDeaths,NumberInjured,NumberVesselsInvolved,TotalDamage,Date,Time,State,WaterConditions,Wind,Day (1 = yes),Visibility,DayofWeek,AccidentCause,AccidentEvent,OperatorGender,OperatorAge,OperatorUsingAlcohol,VesselType,Length,Operation,Activity,Yearbuilt,NumberPeopleOnboard,DeceasedAge,DeceasedGender,CauseofDeath,DeceasedPFDWorn,DeceasedRole,InjuredGender,InjuredAge,InjuryType,InjuredRole
2018,0,1,0,2,1,2000,11/3/2018,2:30:00 PM,FL,Calm,Light,1,Good,Saturday,Operator inexperience,Collision with fixed object,M,24,0,Airboat,15,Changing direction,Boating/relaxation,2009,2,,,,,,U,70,Concussion,Occupant
2018,1,0,1,0,1,0,6/29/2018,2:00:00 PM,FL,Calm,Light,1,Good,Friday,Unknown,Falls overboard,M,50,0,Canoe,10,Unknown,Boating/relaxation,2011,1,50,M,Drowning,N,Operator,,,,
2018,0,0,0,0,1,2276,12/8/2018,9:50:00 PM,FL,Calm,Light,0,Good,Saturday,Restricted vision,Collision with fixed object,U,54,0,Open motorboat,33,Cruising,Boating/relaxation,2010,3,,,,,,,,,
2018,0,0,0,0,2,21500,12/7/2018,6:50:00 PM,FL,Calm,Moderate,0,Good,Friday,Alcohol use,Person ejected from vessel,U,53,1,Open motorboat,15,Cruising,Boating/relaxation,2005,2,,,,,,,,,
2018,0,0,0,0,2,21500,12/7/2018,6:50:00 PM,FL,Calm,Moderate,0,Good,Friday,Alcohol use,Person ejected from vessel,U,43,0,Open motorboat,30,Cruising,Government,2016,5,,,,,,,,,
2018,1,0,1,0,1,0,5/3/2018,4:00:00 PM,FL,Choppy,Moderate,1,Good,Thursday,Operator inattention,Falls overboard,M,69,0,Open motorboat,20,Cruising,Boating/relaxation,2018,2,69,M,Drowning,N,Operator,,,,
2018,0,1,0,1,2,1000,10/30/2018,8:00:00 PM,FL,Calm,Moderate,0,Good,Tuesday,Restricted vision,Collision with fixed object,U,31,0,Cabin motorboat,31,Towing,Commercial,2001,1,,,,,,,,,
2018,0,1,0,1,2,1000,10/30/2018,8:00:00 PM,FL,Calm,Moderate,0,Good,Tuesday,Restricted vision,Collision with fixed object,M,60,0,Cabin motorboat,38,Being towed,Towing,1982,1,,,,,,M,60,Concussion,Operator
2018,0,0,0,0,1,15000,12/16/2018,2:38:00 PM,FL,Calm,Moderate,1,Good,Sunday,Force of wake/wave,Person ejected from vessel,U,69,0,Open motorboat,25,Cruising,Boating/relaxation,2016,2,,,,,,,,,
2018,0,0,0,0,1,4600,12/15/2018,12:00:00 AM,FL,Calm,Light,0,Fair,Saturday,Machinery failure,Fire/explosion (fuel),U,50,0,Open motorboat,20,Cruising,Boating/relaxation,1995,2,,,,,,,,,
2018,0,0,0,0,2,6000,12/26/2018,11:12:00 AM,FL,Choppy,Moderate,1,Good,Wednesday,Operator inattention,Collision with recreational vessel,U,69,0,Cabin motorboat,53,Docking/undocking,Boating/relaxation,2006,3,,,,,,,,,
2018,0,0,0,0,2,6000,12/26/2018,11:12:00 AM,FL,Choppy,Moderate,1,Good,Wednesday,Operator inattention,Collision with recreational vessel,U,,0,Auxiliary sail,40,Tied to dock/mooring,Boating/relaxation,2001,1,,,,,,,,,
2018,0,0,0,0,2,3000,11/24/2018,12:35:00 PM,FL,Calm,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,U,80,0,Open motorboat,38,Docking/undocking,Boating/relaxation,2019,1,,,,,,,,,
2018,0,0,0,0,2,3000,11/24/2018,12:35:00 PM,FL,Calm,Light,1,Good,Saturday,Operator inattention,Collision with recreational vessel,U,,0,Other,82,Tied to dock/mooring,None; not in use,2002,0,,,,,,,,,
2018,0,0,0,0,1,3000,12/8/2018,10:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Machinery failure,Flooding/swamping,U,50,0,Cabin motorboat,20,At anchor,Boating/relaxation,1986,2,,,,,,,,,
2018,1,0,1,0,1,0,10/13/2018,3:45:00 PM,FL,Calm,Light,1,Good,Saturday,Excessive speed,Fall in vessel,M,30,0,Personal watercraft,11,Cruising,Boating/relaxation,2016,1,30,M,Trauma,Y,Operator,,,,
2018,0,0,0,0,1,10000,12/26/2018,2:00:00 PM,FL,Calm,Moderate,1,Good,Wednesday,Machinery failure,Fire/explosion (non-fuel),U,55,0,Auxiliary sail,41,Cruising,Boating/relaxation,1988,6,,,,,,,,,
2018,0,1,0,1,1,0,12/29/2018,12:45:00 PM,FL,Rough,Moderate,1,Good,Saturday,Force of wake/wave,Fall in vessel,U,48,0,Open motorboat,35,Cruising,Boating/relaxation,2008,2,,,,,,U,71,Unknown,Occupant
2018,0,1,0,1,1,0,9/15/2018,5:00:00 PM,FL,Calm,None,1,Good,Saturday,Navigation rules violation,Skier mishap,U,26,0,Personal watercraft,10,Cruising,Towed watersports,2014,3,,,,,,U,27,Concussion,Wakeboarder
2018,0,1,0,1,1,100,6/4/2018,11:24:00 AM,FL,Calm,Moderate,1,Good,Monday,Operator inattention,Collision with fixed object,U,53,0,Open motorboat,19,Cruising,Boating/relaxation,1999,3,,,,,,F,55,Broken bone,Occupant
2018,0,1,0,2,1,9000,12/7/2018,10:00:00 PM,FL,Calm,Light,0,Poor,Friday,Restricted vision,Collision with fixed object,M,26,0,Open motorboat,15,Cruising,Fishing,2008,3,,,,,,M,26,Scrape/bruise,Operator
2018,0,1,0,2,1,9000,12/7/2018,10:00:00 PM,FL,Calm,Light,0,Poor,Friday,Restricted vision,Collision with fixed object,M,26,0,Open motorboat,15,Cruising,Fishing,2008,3,,,,,,M,27,Scrape/bruise,Occupant
2018,0,1,0,1,1,0,12/21/2018,1:25:00 PM,FL,Very rough,Strong,1,Fair,Friday,Operator inexperience,Fall in vessel,M,19,0,Personal watercraft,9,Cruising,Boating/relaxation,2018,1,,,,,,M,19,Cut,Operator
2018,1,1,1,1,1,3000,10/9/2018,2:00:00 PM,FL,Rough,Strong,1,Good,Tuesday,Weather,Flooding/swamping,M,73,0,Open motorboat,15,Cruising,Fishing,1977,2,73,M,Drowning,N,Operator,M,72,Hypothermia,Occupant
2018,0,0,0,0,2,2000,12/13/2018,10:30:00 AM,FL,Calm,Strong,1,Good,Thursday,Operator inexperience,Collision with recreational vessel,U,76,0,Auxiliary sail,36,Changing direction,Boating/relaxation,1971,1,,,,,,,,,
2018,0,0,0,0,2,2000,12/13/2018,10:30:00 AM,FL,Calm,Strong,1,Good,Thursday,Operator inexperience,Collision with recreational vessel,U,,0,Open motorboat,30,Tied to dock/mooring,Boating/relaxation,1988,1,,,,,,,,,
2018,0,1,0,1,1,0,11/9/2018,12:01:00 PM,FL,Choppy,Moderate,1,Good,Friday,Operator inexperience,Fall in vessel,M,55,0,Personal watercraft,11,Cruising,Boating/relaxation,2007,1,,,,,,M,55,Spinal cord injury,Operator
2018,0,1,0,1,1,40000,12/31/2018,4:30:00 PM,FL,Calm,Light,1,Good,Monday,Ignition of fuel or vapor,Fire/explosion (fuel),U,,0,Cabin motorboat,49,Tied to dock/mooring,Making repairs,2007,1,,,,,,U,67,Burn,Occupant
2018,0,0,0,0,2,2206,11/10/2018,12:28:00 PM,FL,Calm,Moderate,1,Good,Saturday,Operator inattention,Collision with recreational vessel,U,,0,Open motorboat,24,Tied to dock/mooring,None; not in use,2017,,,,,,,,,,
2018,0,0,0,0,2,2206,11/10/2018,12:28:00 PM,FL,Calm,Moderate,1,Good,Saturday,Operator inattention,Collision with recreational vessel,U,,0,Open motorboat,20,Docking/undocking,Boating/relaxation,2018,1,,,,,,,,,
2018,0,0,0,0,2,5000,12/23/2018,6:40:00 PM,FL,Calm,Light,0,Good,Sunday,Alcohol use,Collision with recreational vessel,U,54,1,Cabin motorboat,21,Cruising,Boating/relaxation,2002,1,,,,,,,,,
2018,0,0,0,0,2,5000,12/23/2018,6:40:00 PM,FL,Calm,Light,0,Good,Sunday,Alcohol use,Collision with recreational vessel,U,,0,Auxiliary sail,35,At anchor,None; not in use,1984,,,,,,,,,,
2018,0,0,0,0,1,8100,12/26/2018,4:30:00 PM,FL,Calm,Moderate,1,Good,Wednesday,Operator inattention,Collision with submerged object,U,28,0,Open motorboat,20,Cruising,Boating/relaxation,1999,2,,,,,,,,,
2018,0,0,0,0,1,2000,12/23/2018,4:40:00 PM,FL,Calm,Moderate,1,Good,Sunday,Congested waters,Collision with fixed object,U,30,0,Personal watercraft,11,Changing direction,Boating/relaxation,2018,1,,,,,,,,,
2018,0,1,0,1,1,10000,12/31/2018,3:15:00 PM,FL,Choppy,Light,1,Good,Monday,Ignition of fuel or vapor,Fire/explosion (fuel),M,51,0,Cabin motorboat,25,Tied to dock/mooring,Fueling,1999,1,,,,,,M,51,Burn,Operator
2018,0,1,0,1,1,30000,12/5/2018,3:00:00 PM,FL,Calm,Moderate,1,Good,Wednesday,Alcohol use,Person ejected from vessel,U,39,1,Open motorboat,21,Cruising,Boating/relaxation,2018,2,,,,,,F,52,Scrape/bruise,Occupant
2018,0,1,0,2,1,15000,12/29/2018,8:00:00 PM,FL,Choppy,Light,0,Good,Saturday,Improper lookout,Collision with fixed object,M,47,0,Open motorboat,21,Cruising,Fishing,1997,2,,,,,,M,47,Cut,Operator
2018,0,1,0,2,1,15000,12/29/2018,8:00:00 PM,FL,Choppy,Light,0,Good,Saturday,Improper lookout,Collision with fixed object,M,47,0,Open motorboat,21,Cruising,Fishing,1997,2,,,,,,M,37,Cut,Occupant
2018,0,0,0,0,1,93371.75,12/24/2018,10:27:00 AM,FL,Calm,Light,1,Good,Monday,Unknown,Fire/explosion (unknown origin),U,60,0,Cabin motorboat,42,Cruising,Boating/relaxation,2000,2,,,,,,,,,
2018,1,0,1,0,1,0,11/14/2018,12:01:00 PM,FL,Calm,Light,1,Good,Wednesday,Equipment failure,Falls overboard,M,67,0,Open motorboat,15,Cruising,Fishing,2002,2,67,M,Drowning,N,Operator,,,,
2018,0,0,0,0,2,2000,11/29/2018,3:30:00 PM,FL,Calm,Moderate,1,Good,Thursday,Operator inexperience,Collision with recreational vessel,U,67,0,Cabin motorboat,43,Docking/undocking,Boating/relaxation,,2,,,,,,,,,
2018,0,0,0,0,2,2000,11/29/2018,3:30:00 PM,FL,Calm,Moderate,1,Good,Thursday,Operator inexperience,Collision with recreational vessel,U,,0,Cabin motorboat,35,Tied to dock/mooring,Boating/relaxation,1984,1,,,,,,,,,
2018,1,0,1,0,1,1000,11/23/2018,2:00:00 PM,FL,Calm,Light,1,Good,Friday,Excessive speed,Collision with fixed object,M,31,0,Open motorboat,14,Cruising,Hunting,2015,1,31,M,Drowning,N,Operator,,,,
2018,1,1,1,2,2,8500,6/11/2018,1:15:00 AM,FL,Calm,Light,0,Good,Monday,Alcohol use,Collision with fixed object,M,41,0,Open motorboat,16,Cruising,Boating/relaxation,2001,3,41,M,Drowning,N,Operator,M,12,Scrape/bruise,Occupant
2018,1,1,1,2,2,8500,6/11/2018,1:15:00 AM,FL,Calm,Light,0,Good,Monday,Alcohol use,Collision with fixed object,M,41,0,Open motorboat,16,Cruising,Boating/relaxation,2001,3,41,M,Drowning,N,Operator,M,33,Internal organ injury,Occupant
2018,1,1,1,2,2,8500,6/11/2018,1:15:00 AM,FL,Calm,Light,0,Good,Monday,Alcohol use,Collision with fixed object,U,30,0,Cabin motorboat,24,Launching/loading,Commercial,2016,2,,,,,,,,,
2018,1,0,1,0,1,0,7/4/2018,11:23:00 AM,FL,Calm,Light,1,Good,Wednesday,Operator inexperience,Person ejected from vessel,M,65,0,Personal watercraft,9,Cruising,Boating/relaxation,1992,1,65,M,Drowning,N,Operator,,,,
2018,0,1,0,1,1,0,12/30/2018,5:31:00 PM,FL,Calm,None,1,Good,Sunday,Operator inattention,Person departed vessel,F,37,0,Open motorboat,17,Tied to dock/mooring,Swimming/snorkeling,1989,1,,,,,,M,26,Cut,Occupant
2018,1,1,1,1,1,0,10/1/2018,2:00:00 PM,FL,Calm,Light,1,Good,Monday,Excessive speed,Collision with submerged object,M,45,0,Open motorboat,15,Cruising,Fishing,2013,3,45,M,Trauma,N,Operator,M,60,Cut,Occupant
2018,1,1,1,1,1,2100,8/5/2018,5:15:00 PM,FL,Choppy,Light,1,Good,Sunday,Operator inexperience,Collision with fixed object,M,22,1,Open motorboat,15,Cruising,Boating/relaxation,1997,2,22,M,Trauma,N,Operator,F,22,Broken bone,Occupant
2018,0,1,0,2,2,5000,12/30/2018,4:44:00 PM,FL,Calm,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,F,19,0,Personal watercraft,11,Cruising,Boating/relaxation,2018,2,,,,,,M,26,Broken bone,Occupant
2018,0,1,0,2,2,5000,12/30/2018,4:44:00 PM,FL,Calm,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,F,19,0,Personal watercraft,11,Cruising,Boating/relaxation,2018,2,,,,,,F,19,Broken bone,Operator
2018,0,1,0,2,2,5000,12/30/2018,4:44:00 PM,FL,Calm,Light,1,Good,Sunday,Operator inexperience,Collision with recreational vessel,U,43,0,Cabin motorboat,37,Cruising,Boating/relaxation,2007,10,,,,,,,,,
2018,0,1,0,1,1,0,12/26/2018,10:30:00 AM,FL,Calm,Moderate,1,Good,Wednesday,Sudden medical condition,Falls overboard,M,50,0,Canoe,14,Rowing/paddling,Boating/relaxation,2003,2,,,,,,M,50,Internal organ injury,Operator
2018,0,1,0,4,1,47000,5/13/2018,8:30:00 PM,FL,Choppy,Light,0,Good,Sunday,Improper lookout,Collision with fixed object,M,26,0,Open motorboat,30,Cruising,Fishing,1999,8,,,,,,M,26,Scrape/bruise,Operator
2018,0,1,0,4,1,47000,5/13/2018,8:30:00 PM,FL,Choppy,Light,0,Good,Sunday,Improper lookout,Collision with fixed object,M,26,0,Open motorboat,30,Cruising,Fishing,1999,8,,,,,,f,29,Broken bone,Occupant
2018,0,1,0,4,1,47000,5/13/2018,8:30:00 PM,FL,Choppy,Light,0,Good,Sunday,Improper lookout,Collision with fixed object,M,26,0,Open motorboat,30,Cruising,Fishing,1999,8,,,,,,m,27,Broken bone,Occupant
2018,0,1,0,4,1,47000,5/13/2018,8:30:00 PM,FL,Choppy,Light,0,Good,Sunday,Improper lookout,Collision with fixed object,M,26,0,Open motorboat,30,Cruising,Fishing,1999,8,,,,,,m,24,Scrape/bruise,Occupant
2018,0,1,0,2,1,3000,12/14/2018,7:54:00 PM,FL,Calm,Moderate,0,Good,Friday,Restricted vision,Collision with fixed object,U,18,0,Open motorboat,17,Cruising,Boating/relaxation,2004,4,,,,,,F,17,Scrape/bruise,Occupant
2018,0,1,0,1,1,7500,5/23/2018,12:40:00 PM,GA,Very rough,None,1,Good,Wednesday,Hazardous waters,Collision with fixed object,U,57,0,Open motorboat,16,Changing direction,Other,2000,2,,,,,,M,44,Sprain/strain,Occupant
2018,0,1,0,1,1,0,5/9/2018,2:00:00 PM,GA,Calm,Light,1,Good,Wednesday,Improper lookout,Collision with fixed object,U,63,0,Open motorboat,17,Cruising,Fishing,2002,2,,,,,,M,62,Scrape/bruise,Occupant
2018,0,1,0,3,1,0,8/4/2018,12:30:00 PM,GA,Calm,None,1,Good,Saturday,Excessive speed,Skier mishap,U,49,0,Pontoon,19,Changing direction,Towed watersports,2006,4,,,,,,F,18,Scrape/bruise,Tuber
2018,0,1,0,3,1,0,8/4/2018,12:30:00 PM,GA,Calm,None,1,Good,Saturday,Excessive speed,Skier mishap,U,49,0,Pontoon,19,Changing direction,Towed watersports,2006,4,,,,,,F,18,Broken bone,Tuber
2018,0,1,0,1,1,0,5/19/2018,7:29:00 AM,GM,Rough,Moderate,1,unknown,Saturday,Unknown,Fall in Vessel,M,39,0,Auxiliary sail,39,Unknown,Boating/relaxation,1969,1,,,,,,M,39,Internal organ injury,Operator
2018,0,0,0,0,1,2000,1/28/2018,11:07:00 AM,GU,Rough,Moderate,1,Good,Sunday,Hazardous waters,Flooding/swamping,M,55,0,Open motorboat,18,Changing direction,Swimming/snorkeling,2000,2,,,,,,,,,
2018,0,0,0,0,1,15000,2/5/2018,5:30:00 PM,GU,Calm,Light,1,Good,Monday,Improper lookout,Grounding,M,54,0,Auxiliary sail,38,Cruising,Boating/relaxation,2010,4,,,,,,,,,
2018,0,1,0,1,3,2250,6/3/2018,7:00:00 PM,IL,Choppy,Moderate,1,Good,Sunday,Operator inattention,Collision with fixed object,U,,0,Pontoon,25,Tied to dock/mooring,None; not in use,2015,0,,,,,,,,,
2018,0,1,0,1,1,4800,6/18/2018,2:45:00 PM,IL,Choppy,Light,1,Good,Monday,Excessive speed,Collision with fixed object,M,23,0,Personal watercraft,9,Cruising,Boating/relaxation,2014,1,,,,,,M,23,Scrape/bruise,Operator
2018,0,1,0,1,1,0,9/15/2018,8:05:00 PM,IL,Choppy,Light,0,Fair,Saturday,Improper loading,Falls overboard,U,47,0,Pontoon,23,Cruising,Boating/relaxation,2017,12,,,,,,M,52,Cut,Occupant
2018,0,0,0,0,2,2500,9/4/2018,2:32:00 PM,IL,Calm,Moderate,1,Good,Tuesday,Machinery failure,Collision with recreational vessel,U,39,0,Cabin motorboat,45,Drifting,Boating/relaxation,2014,1,,,,,,,,,
2018,0,0,0,0,2,2500,9/4/2018,2:32:00 PM,IL,Calm,Moderate,1,Good,Tuesday,Machinery failure,Collision with recreational vessel,U,,0,Cabin motorboat,35,Tied to dock/mooring,None; not in use,1998,0,,,,,,,,,
2018,0,1,0,1,1,0,7/8/2018,11:45:00 PM,IL,Calm,Light,0,Fair,Sunday,Improper lookout,Grounding,F,36,0,Open motorboat,18,Cruising,Boating/relaxation,1995,2,,,,,,F,36,Internal organ injury,Operator
2018,0,0,0,0,1,2500,7/14/2018,3:10:00 PM,IL,Choppy,Moderate,1,Good,Saturday,Missing/inadequate aids to navigation,Collision with submerged object,U,31,0,Pontoon,24,Changing direction,Boating/relaxation,2007,2,,,,,,,,,
2018,0,1,0,1,2,6000,6/20/2018,12:30:00 PM,IN,Rough,Moderate,1,Good,Wednesday,Operator inexperience,Collision with recreational vessel,U,17,0,Personal watercraft,12,Changing direction,Boating/relaxation,2016,1,,,,,,,,,
2018,0,1,0,1,2,6000,6/20/2018,12:30:00 PM,IN,Rough,Moderate,1,Good,Wednesday,Operator inexperience,Collision with recreational vessel,M,17,0,Personal watercraft,12,Cruising,Boating/relaxation,2016,1,,,,,,M,17,Concussion,Operator
2018,0,1,0,2,1,3000,12/14/2018,7:54:00 PM,FL,Calm,Moderate,0,Good,Friday,Restricted vision,Collision with fixed object,U,18,0,Open motorboat,17,Cruising,Boating/relaxation,2004,4,,,,,,M,19,Concussion,Occupant
2018,1,0,1,0,1,0,10/5/2018,12:01:00 PM,FL,Calm,Light,1,Good,Friday,Unknown,Falls overboard,M,55,0,Kayak,10,Unknown,Boating/relaxation,2018,1,55,M,Unknown,N,Operator,,,,
2018,1,0,1,0,1,0,7/29/2018,6:30:00 PM,FL,Calm,Light,1,Good,Sunday,Alcohol use,Person departed vessel,U,20,0,Open motorboat,19,Drifting,Swimming/snorkeling,1993,7,19,M,Drowning,N,Occupant,,,,
2018,1,0,1,0,1,0,5/6/2018,4:00:00 PM,FL,Choppy,Strong,1,Good,Sunday,Weather,Person departed vessel,U,52,0,Pontoon,20,Drifting,Swimming/snorkeling,2006,2,56,F,Drowning,N,Occupant,,,,
2018,1,0,1,0,1,0,4/4/2018,8:45:00 AM,FL,Calm,Light,1,Good,Wednesday,Unknown,Falls overboard,U,69,0,Open motorboat,14,Cruising,Boating/relaxation,2003,2,71,F,Drowning,N,Occupant,,,,
2018,1,0,1,0,1,300,12/27/2018,10:33:00 PM,FL,Choppy,Strong,0,Good,Thursday,Weather,Flooding/swamping,U,15,0,Open motorboat,12,Cruising,Fishing,2018,3,54,M,Drowning,N,Occupant,,,,
2018,1,1,1,1,1,0,9/2/2018,12:30:00 PM,FL,Choppy,Strong,1,Fair,Sunday,Operator inexperience,Fall in vessel,M,48,0,Open motorboat,25,Launching/loading,Fishing,2016,8,15,M,Trauma,N,Occupant,M,48,Broken bone,Operator
2018,0,0,0,0,1,2000,12/27/2018,2:58:00 PM,FL,Choppy,Moderate,1,Good,Thursday,Operator inexperience,Capsizing,U,25,0,Open motorboat,12,Changing speed,Boating/relaxation,2018,2,,,,,,,,,
2018,0,0,0,0,1,2000,12/28/2018,1:00:00 PM,FL,Calm,Light,1,Good,Friday,Operator inattention,Collision with fixed object,U,47,0,Open motorboat,16,Cruising,Boating/relaxation,2012,1,,,,,,,,,
2018,0,0,0,0,2,41000,12/1/2018,1:45:00 PM,FL,Calm,Moderate,1,Good,Saturday,Operator inexperience,Collision with fixed object,U,48,0,Cabin motorboat,32,Changing direction,Boating/relaxation,2004,7,,,,,,,,,
2018,0,0,0,0,2,41000,12/1/2018,1:45:00 PM,FL,Calm,Moderate,1,Good,Saturday,Operator inexperience,Collision with fixed object,U,,0,Open motorboat,21,Other,None; not in use,2017,0,,,,,,,,,
2018,0,0,0,0,3,26000,12/22/2018,2:35:00 PM,FL,Calm,Light,1,Good,Saturday,Excessive speed,Collision with fixed object,U,,0,Unknown,,Cruising,Boating/relaxation,2018,1,,,,,,,,,
2018,0,0,0,0,3,26000,12/22/2018,2:35:00 PM,FL,Calm,Light,1,Good,Saturday,Excessive speed,Collision with fixed object,U,55,0,Cabin motorboat,32,Docking/undocking,Boating/relaxation,2004,1,,,,,,,,,
2018,0,0,0,0,3,26000,12/22/2018,2:35:00 PM,FL,Calm,Light,1,Good,Saturday,Excessive speed,Collision with fixed object,U,,0,Cabin motorboat,30,Other,None; not in use,2011,0,,,,,,,,,
2018,1,0,1,0,1,0,11/1/2018,5:08:00 PM,FL,Calm,Moderate,1,Good,Thursday,Excessive speed,Falls overboard,M,26,0,Personal watercraft,11,Changing speed,Boating/relaxation,2015,1,26,M,Trauma,Y,Operator,,,,
2018,1,0,1,0,1,5000,11/24/2018,12:22:00 PM,FL,Choppy,Moderate,1,Good,Saturday,Hazardous waters,Flooding/swamping,U,72,0,Open motorboat,21,At anchor,Fishing,1982,2,90,M,Drowning,Y,Occupant,,,,
2018,1,0,1,0,1,90000,12/15/2018,10:48:00 AM,FL,Calm,None,1,Good,Saturday,Ignition of fuel or vapor,Fire/explosion (fuel),U,,0,Cabin motorboat,29,Tied to dock/mooring,Making repairs,1978,1,65,M,Trauma,N,Occupant,,,,
2018,0,1,0,3,1,10000,9/1/2018,7:16:00 PM,FL,Calm,Light,1,Fair,Saturday,Improper lookout,Collision with fixed object,M,47,0,Open motorboat,21,Cruising,Boating/relaxation,2009,4,,,,,,M,47,Internal organ injury,Operator
2018,0,1,0,3,1,10000,9/1/2018,7:16:00 PM,FL,Calm,Light,1,Fair,Saturday,Improper lookout,Collision with fixed object,M,47,0,Open motorboat,21,Cruising,Boating/relaxation,2009,4,,,,,,M,34,Scrape/bruise,Occupant
2018,0,1,0,3,1,10000,9/1/2018,7:16:00 PM,FL,Calm,Light,1,Fair,Saturday,Improper lookout,Collision with fixed object,M,47,0,Open motorboat,21,Cruising,Boating/relaxation,2009,4,,,,,,F,49,Broken bone,Occupant
2018,1,1,1,1,1,25000,3/15/2018,9:13:00 PM,FL,Calm,Light,0,Good,Thursday,Alcohol use,Collision with fixed object,M,52,1,Open motorboat,28,Cruising,Boating/relaxation,2016,2,59,M,Trauma,N,Occupant,M,52,Broken bone,Operator
2018,1,0,1,0,1,0,12/25/2018,1:44:00 PM,FL,Calm,None,1,Good,Tuesday,Overloading,Flooding/swamping,M,36,1,Rowboat,14,Rowing/paddling,Boating/relaxation,2018,4,36,M,Drowning,N,Unknown,,,,
2018,0,1,0,1,1,8000,12/31/2018,9:30:00 PM,FL,Calm,Light,0,Good,Monday,Improper lookout,Collision with fixed object,M,76,0,Open motorboat,23,Changing speed,Boating/relaxation,2018,1,,,,,,M,76,Broken bone,Operator
2018,1,0,1,0,1,0,8/16/2018,6:27:00 PM,FL,Calm,Light,1,Good,Thursday,Unknown,Person ejected from vessel,F,62,0,Canoe,9,Rowing/paddling,Boating/relaxation,,1,62,F,Trauma,N,Operator,,,,
2018,1,1,1,2,2,15000,7/28/2018,9:00:00 PM,FL,Calm,Light,0,Good,Saturday,Improper lookout,Collision with recreational vessel,F,28,0,Open motorboat,20,Cruising,Boating/relaxation,2017,3,,,,,,F,28,Scrape/bruise,Operator
2018,1,1,1,2,2,15000,7/28/2018,9:00:00 PM,FL,Calm,Light,0,Good,Saturday,Improper lookout,Collision with recreational vessel,M,50,0,Open motorboat,18,Cruising,Fishing,2005,2,50,M,Trauma,N,Operator,U,52,Cut,Occupant
2018,1,1,1,2,2,3000,2/23/2018,8:20:00 AM,FL,Calm,Moderate,1,Good,Friday,Navigation rules violation,Collision with recreational vessel,M,75,0,Open motorboat,16,Cruising,Boating/relaxation,1992,3,75,M,Drowning,N,Occupant,M,81,Scrape/bruise,Occupant
2018,1,1,1,2,2,3000,2/23/2018,8:20:00 AM,FL,Calm,Moderate,1,Good,Friday,Navigation rules violation,Collision with recreational vessel,M,75,0,Open motorboat,16,Cruising,Boating/relaxation,1992,3,75,M,Drowning,N,Occupant,U,64,Scrape/bruise,Occupant
2018,1,1,1,2,2,3000,2/23/2018,8:20:00 AM,FL,Calm,Moderate,1,Good,Friday,Navigation rules violation,Collision with recreational vessel,U,58,0,Open motorboat,19,Cruising,Boating/relaxation,2016,2,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Cabin motorboat,,Cruising,Boating/relaxation,,1,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Open motorboat,23,Tied to dock/mooring,Boating/relaxation,2010,1,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Open motorboat,23,Tied to dock/mooring,Boating/relaxation,2018,1,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Open motorboat,20,Tied to dock/mooring,Boating/relaxation,2012,1,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Open motorboat,20,Tied to dock/mooring,Boating/relaxation,2011,1,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Cabin motorboat,46,Tied to dock/mooring,Boating/relaxation,1992,2,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Cabin motorboat,44,Tied to dock/mooring,Boating/relaxation,1968,2,,,,,,,,,
2018,0,0,0,0,8,40000,2/24/2018,9:00:00 PM,FL,Calm,Light,0,Fair,Saturday,Force of wake/wave,Collision with fixed object,U,,0,Cabin motorboat,36,Tied to dock/mooring,Boating/relaxation,1979,2,,,,,,,,,
2018,1,1,1,1,1,117000,10/13/2018,4:00:00 AM,FL,Choppy,Light,0,Poor,Saturday,Excessive speed,Collision with fixed object,M,50,0,Open motorboat,28,Changing direction,Boating/relaxation,1997,2,53,M,Trauma,N,Occupant,M,50,Scrape/bruise,Operator
2018,1,0,1,0,1,0,6/14/2018,7:30:00 PM,FL,Calm,Light,1,Good,Thursday,Unknown,Falls overboard,M,74,0,Kayak,10,Rowing/paddling,Fishing,2018,1,74,M,Drowning,N,Operator,,,,
